Date,Open,High,Low,Close,Adj Close,Volume
2023-01-26,1.2899999618530273,1.2999999523162842,1.1399999856948853,1.190000057220459,1.190000057220459,22207200
2023-01-27,1.1699999570846558,1.4700000286102295,1.149999976158142,1.3799999952316284,1.3799999952316284,35545100
2023-01-30,1.3200000524520874,1.3200000524520874,1.2200000286102295,1.2200000286102295,1.2200000286102295,17329200
2023-01-31,1.2300000190734863,1.2400000095367432,1.190000057220459,1.2000000476837158,1.2000000476837158,12016300
2023-02-01,1.1699999570846558,1.2200000286102295,1.100000023841858,1.2100000381469727,1.2100000381469727,31972300
2023-02-02,1.225000023841858,1.309999942779541,1.2000000476837158,1.2100000381469727,1.2100000381469727,26517200
2023-02-03,1.190000057220459,1.2799999713897705,1.1699999570846558,1.25,1.25,13896300
2023-02-06,1.0,1.1399999856948853,0.9879999756813049,1.0950000286102295,1.0950000286102295,82655100
2023-02-07,1.090000033378601,1.100000023841858,1.0,1.0299999713897705,1.0299999713897705,38091300
2023-02-08,1.0399999618530273,1.0800000429153442,1.0099999904632568,1.0499999523162842,1.0499999523162842,20409400
2023-02-09,1.0499999523162842,1.059999942779541,0.9399999976158142,0.9599999785423279,0.9599999785423279,28837200
2023-02-10,0.9919999837875366,1.0199999809265137,0.9620000123977661,0.9950000047683716,0.9950000047683716,22832000
2023-02-13,0.9900000095367432,0.9950000047683716,0.890999972820282,0.9039999842643738,0.9039999842643738,29085500
2023-02-14,0.9010000228881836,0.9399999976158142,0.8709999918937683,0.9369999766349792,0.9369999766349792,29090800
2023-02-15,0.9240000247955322,0.9599999785423279,0.8849999904632568,0.9440000057220459,0.9440000057220459,25572400
2023-02-16,0.9100000262260437,0.9300000071525574,0.8920000195503235,0.8949999809265137,0.8949999809265137,20293100
2023-02-17,0.9089999794960022,0.9100000262260437,0.8510000109672546,0.8799999952316284,0.8799999952316284,17093400
2023-02-21,0.8730000257492065,0.8999999761581421,0.8600000143051147,0.8650000095367432,0.8650000095367432,18237700
2023-02-22,0.8709999918937683,0.875,0.8040000200271606,0.8220000267028809,0.8220000267028809,30244900
2023-02-23,0.8209999799728394,0.828000009059906,0.7300000190734863,0.7839999794960022,0.7839999794960022,42850100
2023-02-24,0.7639999985694885,0.7839999794960022,0.7200000286102295,0.7300000190734863,0.7300000190734863,26074300
2023-02-27,0.7289999723434448,0.7400000095367432,0.6959999799728394,0.699999988079071,0.699999988079071,33312600
2023-02-28,0.7099999785423279,0.7599999904632568,0.6940000057220459,0.7490000128746033,0.7490000128746033,32190200
2023-03-01,0.7509999871253967,0.7509999871253967,0.703000009059906,0.7129999995231628,0.7129999995231628,20141200
2023-03-02,0.7099999785423279,0.718999981880188,0.6700000166893005,0.6919999718666077,0.6919999718666077,20648700
2023-03-03,0.699999988079071,0.7649999856948853,0.6899999976158142,0.7419999837875366,0.7419999837875366,26046800
2023-03-06,0.7400000095367432,0.765999972820282,0.699999988079071,0.699999988079071,0.699999988079071,35846200
2023-03-07,0.7089999914169312,0.7089999914169312,0.6499999761581421,0.6520000100135803,0.6520000100135803,31992200
2023-03-08,0.6600000262260437,0.6600000262260437,0.6129999756813049,0.6200000047683716,0.6200000047683716,34437900
2023-03-09,0.6200000047683716,0.6549999713897705,0.5899999737739563,0.6000000238418579,0.6000000238418579,28270800
2023-03-10,0.597000002861023,0.6000000238418579,0.5600000023841858,0.5820000171661377,0.5820000171661377,15552700
2023-03-13,0.5640000104904175,0.6200000047683716,0.550000011920929,0.5889999866485596,0.5889999866485596,23124800
2023-03-14,0.6010000109672546,0.6290000081062317,0.5799999833106995,0.5839999914169312,0.5839999914169312,25493700
2023-03-15,0.5730000138282776,0.5799999833106995,0.5419999957084656,0.5659999847412109,0.5659999847412109,23635400
2023-03-16,0.5460000038146973,0.6000000238418579,0.5460000038146973,0.5899999737739563,0.5899999737739563,38420500
2023-03-17,0.5799999833106995,0.5910000205039978,0.5559999942779541,0.5860000252723694,0.5860000252723694,43500400
2023-03-20,0.5860000252723694,0.6420000195503235,0.5799999833106995,0.640999972820282,0.640999972820282,24892600
2023-03-21,0.6700000166893005,0.7070000171661377,0.652999997138977,0.6980000138282776,0.6980000138282776,22574700
2023-03-22,0.6890000104904175,0.699999988079071,0.5799999833106995,0.5830000042915344,0.5830000042915344,24821200
2023-03-23,0.6060000061988831,0.6100000143051147,0.5600000023841858,0.5609999895095825,0.5609999895095825,14762400
2023-03-24,0.578000009059906,0.5950000286102295,0.550000011920929,0.5870000123977661,0.5870000123977661,12302900
2023-03-27,0.5860000252723694,0.6230000257492065,0.5699999928474426,0.5809999704360962,0.5809999704360962,11167300
2023-03-28,0.5809999704360962,0.5929999947547913,0.5699999928474426,0.5830000042915344,0.5830000042915344,11921400
2023-03-29,0.5830000042915344,0.621999979019165,0.5830000042915344,0.6159999966621399,0.6159999966621399,12807300
2023-03-30,0.6290000081062317,0.6600000262260437,0.6209999918937683,0.6230000257492065,0.6230000257492065,18945300
2023-03-31,0.6140000224113464,0.6679999828338623,0.5899999737739563,0.652999997138977,0.652999997138977,19569300
2023-04-03,0.6940000057220459,0.6970000267028809,0.6029999852180481,0.6200000047683716,0.6200000047683716,20111500
2023-04-04,0.6200000047683716,0.625,0.5830000042915344,0.5950000286102295,0.5950000286102295,9268500
2023-04-05,0.5899999737739563,0.6000000238418579,0.5419999957084656,0.5490000247955322,0.5490000247955322,14593400
2023-04-06,0.550000011920929,0.5600000023841858,0.5199999809265137,0.5199999809265137,0.5199999809265137,12838400
2023-04-10,0.5370000004768372,0.5400000214576721,0.503000020980835,0.531000018119812,0.531000018119812,15919900
2023-04-11,0.5450000166893005,0.6100000143051147,0.5360000133514404,0.5659999847412109,0.5659999847412109,19960600
2023-04-12,0.5600000023841858,0.675000011920929,0.5600000023841858,0.6330000162124634,0.6330000162124634,17408900
2023-04-13,0.6700000166893005,0.6700000166893005,0.6179999709129333,0.6449999809265137,0.6449999809265137,8833200
2023-04-14,0.6370000243186951,0.6890000104904175,0.6340000033378601,0.6779999732971191,0.6779999732971191,8263200
2023-04-17,0.6980000138282776,0.777999997138977,0.6940000057220459,0.746999979019165,0.746999979019165,25833200
2023-04-18,0.7789999842643738,0.7789999842643738,0.699999988079071,0.7179999947547913,0.7179999947547913,15320100
2023-04-19,0.6899999976158142,0.7699999809265137,0.6700000166893005,0.7390000224113464,0.7390000224113464,18498100
2023-04-20,0.7279999852180481,0.7900000214576721,0.7210000157356262,0.7749999761581421,0.7749999761581421,15235800
2023-04-21,0.7710000276565552,0.777999997138977,0.7300000190734863,0.7609999775886536,0.7609999775886536,9589800
2023-04-24,0.75,0.7599999904632568,0.6819999814033508,0.7039999961853027,0.7039999961853027,13869800
2023-04-25,0.6959999799728394,0.7649999856948853,0.6759999990463257,0.75,0.75,19786800
2023-04-26,0.7300000190734863,0.7689999938011169,0.7229999899864197,0.7450000047683716,0.7450000047683716,12874600
2023-04-27,0.75,0.7699999809265137,0.7310000061988831,0.7580000162124634,0.7580000162124634,13597800
2023-04-28,0.7599999904632568,0.7770000100135803,0.734000027179718,0.7549999952316284,0.7549999952316284,10166800
2023-05-01,0.7549999952316284,0.7820000052452087,0.7459999918937683,0.7680000066757202,0.7680000066757202,10190500
2023-05-02,0.7599999904632568,0.7900000214576721,0.75,0.765999972820282,0.765999972820282,9446800
2023-05-03,0.7540000081062317,0.8069999814033508,0.7540000081062317,0.8040000200271606,0.8040000200271606,15243700
2023-05-04,0.8040000200271606,0.8100000023841858,0.7170000076293945,0.7170000076293945,0.7170000076293945,19693300
2023-05-05,0.7400000095367432,0.7400000095367432,0.7070000171661377,0.7070000171661377,0.7070000171661377,11008100
2023-05-08,0.7110000252723694,0.7540000081062317,0.7080000042915344,0.7310000061988831,0.7310000061988831,11256600
2023-05-09,0.718999981880188,0.7300000190734863,0.6510000228881836,0.6769999861717224,0.6769999861717224,19353300
2023-05-10,0.6890000104904175,0.6930000185966492,0.6650000214576721,0.6650000214576721,0.6650000214576721,8531800
2023-05-11,0.6499999761581421,0.6620000004768372,0.6200000047683716,0.6240000128746033,0.6240000128746033,9018300
2023-05-12,0.6299999952316284,0.6449999809265137,0.5849999785423279,0.5889999866485596,0.5889999866485596,10798600
2023-05-15,0.5899999737739563,0.6029999852180481,0.5730000138282776,0.6000000238418579,0.6000000238418579,9982300
2023-05-16,0.6299999952316284,0.7300000190734863,0.593999981880188,0.6200000047683716,0.6200000047683716,33256200
2023-05-17,0.6299999952316284,0.675000011920929,0.6029999852180481,0.6570000052452087,0.6570000052452087,10739700
2023-05-18,0.6600000262260437,0.6620000004768372,0.621999979019165,0.6449999809265137,0.6449999809265137,9134400
2023-05-19,0.6499999761581421,0.6899999976158142,0.6399999856948853,0.6700000166893005,0.6700000166893005,16670800
2023-05-22,0.6700000166893005,0.6790000200271606,0.6389999985694885,0.6499999761581421,0.6499999761581421,16875700
2023-05-23,0.6460000276565552,0.6460000276565552,0.6240000128746033,0.6420000195503235,0.6420000195503235,12970700
2023-05-24,0.6200000047683716,0.6320000290870667,0.5929999947547913,0.6159999966621399,0.6159999966621399,14497800
2023-05-25,0.6190000176429749,0.6200000047683716,0.5649999976158142,0.5720000267028809,0.5720000267028809,14959400
2023-05-26,0.5799999833106995,0.6320000290870667,0.5740000009536743,0.5920000076293945,0.5920000076293945,13888400
2023-05-30,0.6010000109672546,0.6039999723434448,0.5450000166893005,0.5740000009536743,0.5740000009536743,21742500
2023-05-31,0.5740000009536743,0.574999988079071,0.5450000166893005,0.5559999942779541,0.5559999942779541,14264600
2023-06-01,0.550000011920929,0.5580000281333923,0.5450000166893005,0.5479999780654907,0.5479999780654907,11741800
2023-06-02,0.5600000023841858,0.5600000023841858,0.5410000085830688,0.550000011920929,0.550000011920929,9465600
2023-06-05,0.5600000023841858,0.5799999833106995,0.550000011920929,0.5580000281333923,0.5580000281333923,20580800
2023-06-06,0.5580000281333923,0.5699999928474426,0.546999990940094,0.5640000104904175,0.5640000104904175,16962300
2023-06-07,0.5699999928474426,0.6050000190734863,0.5699999928474426,0.5820000171661377,0.5820000171661377,19068100
2023-06-08,0.5899999737739563,0.597000002861023,0.5230000019073486,0.5379999876022339,0.5379999876022339,24162700
2023-06-09,0.550000011920929,0.5540000200271606,0.5239999890327454,0.5239999890327454,0.5239999890327454,14876000
2023-06-12,0.5320000052452087,0.5550000071525574,0.5249999761581421,0.5379999876022339,0.5379999876022339,15639000
2023-06-13,0.5329999923706055,0.5630000233650208,0.5230000019073486,0.5609999895095825,0.5609999895095825,21834200
2023-06-14,0.5649999976158142,0.5979999899864197,0.5609999895095825,0.5630000233650208,0.5630000233650208,15793800
2023-06-15,0.5699999928474426,0.7149999737739563,0.5649999976158142,0.6620000004768372,0.6620000004768372,65676700
2023-06-16,0.7080000042915344,0.75,0.6600000262260437,0.6600000262260437,0.6600000262260437,51506000
2023-06-20,0.6700000166893005,0.6850000023841858,0.5590000152587891,0.5609999895095825,0.5609999895095825,40578800
2023-06-21,0.5699999928474426,0.574999988079071,0.5099999904632568,0.5289999842643738,0.5289999842643738,47099700
2023-06-22,0.5299999713897705,0.5429999828338623,0.5149999856948853,0.5180000066757202,0.5180000066757202,22117700
2023-06-23,0.5199999809265137,0.5419999957084656,0.49399998784065247,0.5,0.5,61844500
2023-06-26,0.5099999904632568,0.5099999904632568,0.4519999921321869,0.4519999921321869,0.4519999921321869,27687900
2023-06-27,0.46299999952316284,0.4659999907016754,0.414000004529953,0.42500001192092896,0.42500001192092896,30321000
2023-06-28,0.4300000071525574,0.4440000057220459,0.41999998688697815,0.4339999854564667,0.4339999854564667,19871000
2023-06-29,0.4519999921321869,0.49900001287460327,0.4339999854564667,0.4690000116825104,0.4690000116825104,35014700
2023-06-30,0.47699999809265137,0.49300000071525574,0.4690000116825104,0.4790000021457672,0.4790000021457672,21426700
2023-07-03,0.5059999823570251,0.5400000214576721,0.5040000081062317,0.5400000214576721,0.5400000214576721,29595200
2023-07-05,0.550000011920929,0.5600000023841858,0.5379999876022339,0.550000011920929,0.550000011920929,21886900
2023-07-06,0.5379999876022339,0.5389999747276306,0.5,0.515999972820282,0.515999972820282,18560700
2023-07-07,0.5239999890327454,0.5619999766349792,0.5120000243186951,0.5529999732971191,0.5529999732971191,19870400
2023-07-10,0.6389999985694885,0.6399999856948853,0.4959999918937683,0.5,0.5,110093300
2023-07-11,0.5090000033378601,0.5230000019073486,0.5019999742507935,0.5170000195503235,0.5170000195503235,35637100
2023-07-12,0.5490000247955322,0.5649999976158142,0.5210000276565552,0.550000011920929,0.550000011920929,33820600
2023-07-13,0.550000011920929,0.5600000023841858,0.531000018119812,0.5550000071525574,0.5550000071525574,26407500
2023-07-14,0.574999988079071,0.7379999756813049,0.5630000233650208,0.7070000171661377,0.7070000171661377,187897500
2023-07-17,0.675000011920929,0.7319999933242798,0.6320000290870667,0.6949999928474426,0.6949999928474426,63592100
2023-07-18,0.7009999752044678,0.7929999828338623,0.6800000071525574,0.699999988079071,0.699999988079071,81399800
2023-07-19,0.75,0.8479999899864197,0.7009999752044678,0.7179999947547913,0.7179999947547913,99928400
2023-07-20,0.7350000143051147,0.7480000257492065,0.6510000228881836,0.6650000214576721,0.6650000214576721,45266300
2023-07-21,0.6880000233650208,0.6980000138282776,0.6150000095367432,0.6439999938011169,0.6439999938011169,40577100
2023-07-24,0.6399999856948853,0.6439999938011169,0.5879999995231628,0.609000027179718,0.609000027179718,33250800
2023-07-25,0.6179999709129333,0.628000020980835,0.5450000166893005,0.546999990940094,0.546999990940094,41875200
2023-07-26,0.5550000071525574,0.5849999785423279,0.5460000038146973,0.578000009059906,0.578000009059906,30092900
2023-07-27,0.5899999737739563,0.5910000205039978,0.5199999809265137,0.5220000147819519,0.5220000147819519,35394200
2023-07-28,0.5339999794960022,0.5759999752044678,0.5199999809265137,0.5419999957084656,0.5419999957084656,37500100
2023-07-31,0.5600000023841858,0.6539999842643738,0.5559999942779541,0.6449999809265137,0.6449999809265137,66619700
2023-08-01,0.6579999923706055,0.675000011920929,0.6209999918937683,0.656000018119812,0.656000018119812,35409600
2023-08-02,0.6299999952316284,0.6520000100135803,0.6019999980926514,0.6290000081062317,0.6290000081062317,22367600
2023-08-03,0.6159999966621399,0.6570000052452087,0.5989999771118164,0.6480000019073486,0.6480000019073486,23906400
2023-08-04,0.6600000262260437,0.6610000133514404,0.5920000076293945,0.6029999852180481,0.6029999852180481,30855300
2023-08-07,0.5979999899864197,0.5979999899864197,0.5249999761581421,0.5690000057220459,0.5690000057220459,48635100
2023-08-08,0.5479999780654907,0.5699999928474426,0.5450000166893005,0.5569999814033508,0.5569999814033508,17991700
2023-08-09,0.550000011920929,0.5580000281333923,0.5070000290870667,0.531000018119812,0.531000018119812,28219000
2023-08-10,0.5370000004768372,0.5370000004768372,0.5090000033378601,0.5210000276565552,0.5210000276565552,23658700
2023-08-11,0.5199999809265137,0.5299999713897705,0.5,0.5149999856948853,0.5149999856948853,23622800
2023-08-14,0.5210000276565552,0.5299999713897705,0.47999998927116394,0.5090000033378601,0.5090000033378601,38223400
2023-08-15,0.5239999890327454,0.5270000100135803,0.4699999988079071,0.48399999737739563,0.48399999737739563,39449400
2023-08-16,0.4650000035762787,0.46799999475479126,0.4300000071525574,0.43700000643730164,0.43700000643730164,37055100
2023-08-17,0.4429999887943268,0.46000000834465027,0.4320000112056732,0.44200000166893005,0.44200000166893005,21684400
2023-08-18,0.41999998688697815,0.4449999928474426,0.41999998688697815,0.44200000166893005,0.44200000166893005,16044100
2023-08-21,0.4390000104904175,0.4860000014305115,0.4320000112056732,0.47699999809265137,0.47699999809265137,20811400
2023-08-22,0.47699999809265137,0.5170000195503235,0.47600001096725464,0.5149999856948853,0.5149999856948853,33239300
2023-08-23,0.5099999904632568,0.550000011920929,0.5099999904632568,0.5339999794960022,0.5339999794960022,25020200
2023-08-24,0.5370000004768372,0.5440000295639038,0.4869999885559082,0.5139999985694885,0.5139999985694885,28078000
2023-08-25,0.5009999871253967,0.5450000166893005,0.5,0.527999997138977,0.527999997138977,30003100
2023-08-28,0.5299999713897705,0.6439999938011169,0.5299999713897705,0.6439999938011169,0.6439999938011169,114267800
2023-08-29,0.6069999933242798,0.6890000104904175,0.5699999928474426,0.6380000114440918,0.6380000114440918,60631600
2023-08-30,0.6359999775886536,0.6940000057220459,0.6359999775886536,0.6729999780654907,0.6729999780654907,45788100
2023-08-31,0.6700000166893005,0.6779999732971191,0.5799999833106995,0.5929999947547913,0.5929999947547913,39335100
2023-09-01,0.6179999709129333,0.628000020980835,0.5799999833106995,0.5910000205039978,0.5910000205039978,21583200
2023-09-05,0.5950000286102295,0.6169999837875366,0.5799999833106995,0.5960000157356262,0.5960000157356262,17313500
2023-09-06,0.5879999995231628,0.597000002861023,0.5529999732971191,0.5559999942779541,0.5559999942779541,16237900
2023-09-07,0.5299999713897705,0.5400000214576721,0.5040000081062317,0.5370000004768372,0.5370000004768372,17653100
2023-09-08,0.5299999713897705,0.5350000262260437,0.48500001430511475,0.4970000088214874,0.4970000088214874,23394100
2023-09-11,0.5049999952316284,0.5299999713897705,0.503000020980835,0.5199999809265137,0.5199999809265137,13682200
2023-09-12,0.5210000276565552,0.5669999718666077,0.5199999809265137,0.5249999761581421,0.5249999761581421,13942900
2023-09-13,0.5270000100135803,0.5289999842643738,0.5059999823570251,0.5099999904632568,0.5099999904632568,9575800
2023-09-14,0.515999972820282,0.5329999923706055,0.5049999952316284,0.5099999904632568,0.5099999904632568,13148500
2023-09-15,0.5189999938011169,0.5220000147819519,0.47099998593330383,0.4819999933242798,0.4819999933242798,30716500
2023-09-18,0.4880000054836273,0.4880000054836273,0.4560000002384186,0.4620000123977661,0.4620000123977661,32931800
2023-09-19,0.4699999988079071,0.4950000047683716,0.4449999928474426,0.47699999809265137,0.47699999809265137,27471400
2023-09-20,0.4779999852180481,0.48500001430511475,0.453000009059906,0.453000009059906,0.453000009059906,13594800
2023-09-21,0.4519999921321869,0.460999995470047,0.43799999356269836,0.4429999887943268,0.4429999887943268,12399600
2023-09-22,0.4490000009536743,0.4580000042915344,0.4320000112056732,0.44999998807907104,0.44999998807907104,13928400
2023-09-25,0.4410000145435333,0.46000000834465027,0.4269999861717224,0.4580000042915344,0.4580000042915344,14317800
2023-09-26,0.4560000002384186,0.5059999823570251,0.44999998807907104,0.4699999988079071,0.4699999988079071,27331900
2023-09-27,0.4659999907016754,0.49000000953674316,0.46000000834465027,0.49000000953674316,0.49000000953674316,20591100
2023-09-28,0.4740000069141388,0.49000000953674316,0.4699999988079071,0.48500001430511475,0.48500001430511475,6886200
2023-09-29,0.4749999940395355,0.4970000088214874,0.4749999940395355,0.49000000953674316,0.49000000953674316,15894500
2023-10-02,0.4860000014305115,0.492000013589859,0.4399999976158142,0.44600000977516174,0.44600000977516174,18438300
2023-10-03,0.4490000009536743,0.45399999618530273,0.4350000023841858,0.4449999928474426,0.4449999928474426,10442300
2023-10-04,0.4399999976158142,0.44999998807907104,0.41999998688697815,0.4300000071525574,0.4300000071525574,14868800
2023-10-05,0.4309999942779541,0.4449999928474426,0.4000000059604645,0.4440000057220459,0.4440000057220459,19216200
2023-10-06,0.42100000381469727,0.4269999861717224,0.4099999964237213,0.4169999957084656,0.4169999957084656,19955500
2023-10-09,0.40700000524520874,0.40799999237060547,0.37299999594688416,0.3840000033378601,0.3840000033378601,29456200
2023-10-10,0.38199999928474426,0.4059999883174896,0.38199999928474426,0.38999998569488525,0.38999998569488525,18171600
2023-10-11,0.3959999978542328,0.4050000011920929,0.36800000071525574,0.36800000071525574,0.36800000071525574,18935400
2023-10-12,0.36899998784065247,0.3700000047683716,0.33000001311302185,0.3370000123977661,0.3370000123977661,27767700
2023-10-13,0.33899998664855957,0.3449999988079071,0.32499998807907104,0.33399999141693115,0.33399999141693115,19955600
2023-10-16,0.3440000116825104,0.34599998593330383,0.32100000977516174,0.32199999690055847,0.32199999690055847,15150200
2023-10-17,0.33000001311302185,0.3479999899864197,0.32899999618530273,0.33500000834465027,0.33500000834465027,19051200
2023-10-18,0.3319999873638153,0.3409999907016754,0.3100000023841858,0.31299999356269836,0.31299999356269836,18053200
2023-10-19,0.3100000023841858,0.3100000023841858,0.2800000011920929,0.2800000011920929,0.2800000011920929,26565900
2023-10-20,0.27799999713897705,0.2800000011920929,0.2619999945163727,0.2619999945163727,0.2619999945163727,19488600
2023-10-23,0.26499998569488525,0.289000004529953,0.257999986410141,0.27900001406669617,0.27900001406669617,17839600
2023-10-24,0.2930000126361847,0.3149999976158142,0.28600001335144043,0.2980000078678131,0.2980000078678131,17687600
2023-10-25,0.3100000023841858,0.3109999895095825,0.2669999897480011,0.2709999978542328,0.2709999978542328,18357200
2023-10-26,0.27000001072883606,0.2800000011920929,0.26100000739097595,0.27000001072883606,0.27000001072883606,12834400
2023-10-27,0.2750000059604645,0.2750000059604645,0.257999986410141,0.26499998569488525,0.26499998569488525,15642700
2023-10-30,0.26600000262260437,0.2750000059604645,0.25099998712539673,0.2619999945163727,0.2619999945163727,15735400
2023-10-31,0.25600001215934753,0.27399998903274536,0.25,0.27399998903274536,0.27399998903274536,9003400
2023-11-01,0.27000001072883606,0.2770000100135803,0.2529999911785126,0.25699999928474426,0.25699999928474426,14559100
2023-11-02,0.2619999945163727,0.30000001192092896,0.2590000033378601,0.2750000059604645,0.2750000059604645,28494600
2023-11-03,0.2709999978542328,0.28299999237060547,0.2669999897480011,0.27300000190734863,0.27300000190734863,22381100
2023-11-06,0.2849999964237213,0.2849999964237213,0.2549999952316284,0.2619999945163727,0.2619999945163727,21304100
2023-11-07,0.26600000262260437,0.26600000262260437,0.24400000274181366,0.257999986410141,0.257999986410141,29968700
2023-11-08,0.25699999928474426,0.2590000033378601,0.23199999332427979,0.23399999737739563,0.23399999737739563,24760100
2023-11-09,0.2370000034570694,0.23899999260902405,0.2199999988079071,0.22599999606609344,0.22599999606609344,22682500
2023-11-10,0.23000000417232513,0.24500000476837158,0.22200000286102295,0.24500000476837158,0.24500000476837158,20733700
2023-11-13,0.25,0.2540000081062317,0.23399999737739563,0.2529999911785126,0.2529999911785126,26818800
2023-11-14,0.26100000739097595,0.2809999883174896,0.25699999928474426,0.27000001072883606,0.27000001072883606,34077600
2023-11-15,0.2919999957084656,0.3269999921321869,0.27000001072883606,0.2720000147819519,0.2720000147819519,52803200
2023-11-16,0.2750000059604645,0.289000004529953,0.2529999911785126,0.25999999046325684,0.25999999046325684,33598500
2023-11-17,0.2680000066757202,0.30300000309944153,0.26600000262260437,0.3019999861717224,0.3019999861717224,39769300
2023-11-20,0.3199999928474426,0.382999986410141,0.3160000145435333,0.36399999260902405,0.36399999260902405,102521600
2023-11-21,0.3790000081062317,0.3790000081062317,0.3400000035762787,0.3440000116825104,0.3440000116825104,45182200
2023-11-22,0.35199999809265137,0.3529999852180481,0.3149999976158142,0.32899999618530273,0.32899999618530273,33707800
2023-11-24,0.3179999887943268,0.33000001311302185,0.3050000071525574,0.32199999690055847,0.32199999690055847,15791200
2023-11-27,0.3140000104904175,0.33399999141693115,0.3050000071525574,0.3319999873638153,0.3319999873638153,21250600
2023-11-28,0.3400000035762787,0.3529999852180481,0.328000009059906,0.3449999988079071,0.3449999988079071,22231300
2023-11-29,0.3499999940395355,0.35899999737739563,0.3100000023841858,0.3100000023841858,0.3100000023841858,35869200
2023-11-30,0.3190000057220459,0.32600000500679016,0.3100000023841858,0.3100000023841858,0.3100000023841858,29421200
2023-12-01,0.3070000112056732,0.3100000023841858,0.28999999165534973,0.28999999165534973,0.28999999165534973,31270300
2023-12-04,0.30000001192092896,0.30000001192092896,0.26899999380111694,0.27000001072883606,0.27000001072883606,35278700
2023-12-05,0.26899999380111694,0.27000001072883606,0.25,0.25600001215934753,0.25600001215934753,29113400
2023-12-06,0.25999999046325684,0.28200000524520874,0.25200000405311584,0.27000001072883606,0.27000001072883606,26822700
2023-12-07,0.26899999380111694,0.2720000147819519,0.25,0.25,0.25,22742900
2023-12-08,0.25,0.2549999952316284,0.24199999868869781,0.24799999594688416,0.24799999594688416,24011600
2023-12-11,0.25099998712539673,0.2619999945163727,0.2409999966621399,0.24899999797344208,0.24899999797344208,21844600
2023-12-12,0.24500000476837158,0.24799999594688416,0.23199999332427979,0.24199999868869781,0.24199999868869781,26240700
2023-12-13,0.23399999737739563,0.24699999392032623,0.22699999809265137,0.24300000071525574,0.24300000071525574,33531800
2023-12-14,0.25200000405311584,0.26899999380111694,0.25,0.2549999952316284,0.2549999952316284,35358000
2023-12-15,0.2630000114440918,0.27000001072883606,0.2529999911785126,0.25600001215934753,0.25600001215934753,41214500
2023-12-18,0.2630000114440918,0.2759999930858612,0.2590000033378601,0.25999999046325684,0.25999999046325684,45567200
2023-12-19,0.26899999380111694,0.27000001072883606,0.24799999594688416,0.2549999952316284,0.2549999952316284,48608500
2023-12-20,0.25099998712539673,0.25999999046325684,0.24799999594688416,0.25200000405311584,0.25200000405311584,29886900
2023-12-21,0.2529999911785126,0.25600001215934753,0.23499999940395355,0.24199999868869781,0.24199999868869781,42026200
2023-12-22,0.24199999868869781,0.24899999797344208,0.2370000034570694,0.2370000034570694,0.2370000034570694,41555100
2023-12-26,0.23899999260902405,0.23999999463558197,0.2280000001192093,0.23399999737739563,0.23399999737739563,39157600
2023-12-27,0.23199999332427979,0.24699999392032623,0.23199999332427979,0.24699999392032623,0.24699999392032623,32856000
2023-12-28,0.24500000476837158,0.2720000147819519,0.24500000476837158,0.2630000114440918,0.2630000114440918,53087500
2023-12-29,0.2680000066757202,0.2709999978542328,0.2540000081062317,0.25699999928474426,0.25699999928474426,31261000
